id_transaccion,comercio,fecha,monto,categoria_comercio,edad_cliente,metodo_pago,es_fraude
L1-001015,TiendaExpress,2025-03-10,71.48,Automotriz,,efectivo,0
L1-001016,TiendaExpress,2025-04-21,3405.0,Tecnologia,33.0,EFE,0
L1-001017,ModaViva,2025-05-15,108.92,deportes,41.0,EFE,0
L1-001018,AutoRepuestos,2025-06-29,,DEP,40.0,Transferencia,0
L1-001019,AutoRepuestos,2025-05-16,37.87,alimentos,,Tarjeta Debito,0
L1-001020,AutoRepuestos,2025-03-30,179.72,Automotriz,34.0,Transferencia,0
L1-001021,ModaViva,2025-04-09,85.42,Moda,56.0,TRANSF,0
L1-001022,TiendaExpress,2025-05-21,120.73,Hogar,37.0,Efectivo,0
L1-001023,ModaViva,2025-06-03,90.64,Educacion,36.0,efectivo,0
L1-001024,TecnoCenter,2025-02-18,50.44,Retail,,Tarjeta Credito,0
L1-001025,HogarFacil,2025-05-13,2903.31,educacion,,Transferencia,0
L1-001026,TiendaExpress,2025-04-04,141.07,hogar,64.0,efectivo,0
L1-001027,LibreriaCentral,2025-05-07,44.51,Farmacia,41.0,Tarjeta Credito,0
L1-001028,LibreriaCentral,2025-06-04,3449.52,hogar,57.0,TRANSF,0
L1-001029,TecnoCenter,2025-03-22,45.9,automotriz,,EFE,1
L1-001030,TecnoCenter,2025-03-03,66.23,tecnologia,50.0,TD,0
L1-001031,TiendaExpress,2025-03-21,85.76,DEP,,Transferencia,0
L1-001032,FarmaVida,2025-06-24,102.77,farmacia,18.0,Transferencia,0
L1-001033,ModaViva,2025-01-27,58.97,alimentos,24.0,Efectivo,0
L1-001034,DeportesTotal,2025-05-28,69.74,hogar,49.0,tarjeta debito,0
L1-001035,AutoRepuestos,2025-02-04,84.55,Educacion,,Tarjeta Credito,0
L1-001036,DeportesTotal,2025-02-11,36.9,FARM,58.0,efectivo,0
L1-001037,DeportesTotal,2025-04-28,123.2,FARM,35.0,efectivo,0
L1-001038,SuperMax,2025-03-22,21.61,HOG,29.0,Transferencia,0
L1-001039,SuperMax,2025-05-01,183.79,DEP,25.0,Efectivo,0
L1-001040,FarmaVida,2025-03-23,4.28,automotriz,58.0,TRANSF,0
L1-001041,TecnoCenter,2025-03-27,,Automotriz,41.0,Efectivo,0
L1-001042,DeportesTotal,2025-03-25,122.62,hogar,41.0,efectivo,0
L1-001043,TecnoCenter,2025-05-16,82.91,EDU,49.0,efectivo,0
L1-001044,SuperMax,2025-02-22,129.86,TECH,49.0,TD,0
L1-001045,DeportesTotal,2025-06-10,40.39,Farmacia,,Tarjeta Credito,0
L1-001046,FarmaVida,2025-01-07,53.32,ALIM,28.0,tarjeta credito,0
L1-001047,FarmaVida,2025-04-14,56.78,DEP,42.0,Transferencia,0
L1-001048,TiendaExpress,2025-06-08,99.91,alimentos,34.0,TD,0
L1-001049,LibreriaCentral,2025-05-18,,Retail,38.0,Tarjeta Debito,0
L1-001050,SuperMax,2025-05-18,133.27,Deportes,37.0,efectivo,0
L1-001051,LibreriaCentral,2025-04-17,60.35,Deportes,41.0,TRANSF,0
L1-001052,SuperMax,2025-03-23,31.9,tecnologia,59.0,TC,0
L1-001053,GourmetPlus,2025-04-21,46.07,Deportes,18.0,Tarjeta Credito,0
L1-001054,FarmaVida,2025-01-31,98.97,HOG,30.0,Tarjeta Debito,0
L1-001055,FarmaVida,2025-05-05,46.65,Hogar,29.0,TC,0
L1-001056,TiendaExpress,2025-01-19,57.21,Educacion,56.0,EFE,0
L1-001057,SuperMax,2025-06-15,59.8,alimentos,38.0,Efectivo,0
L1-001058,SuperMax,2025-02-21,59.62,automotriz,23.0,tarjeta credito,0
L1-001059,GourmetPlus,2025-06-22,54.4,Retail,,TC,0
L1-001060,ModaViva,2025-03-17,33.6,TECH,34.0,Tarjeta Credito,0
L1-001061,TecnoCenter,2025-05-04,118.28,retail,35.0,transferencia,0
L1-001062,TiendaExpress,2025-05-12,135.51,Deportes,,Transferencia,0
L1-001063,LibreriaCentral,2025-06-01,56.13,automotriz,18.0,transferencia,0
L1-001064,SuperMax,2025-02-09,107.4,Deportes,57.0,Tarjeta Credito,0
L1-001065,SuperMax,2025-03-26,102.27,FARM,,transferencia,0
L1-001066,HogarFacil,2025-02-02,59.98,Alimentos,35.0,EFE,0
L1-001067,ModaViva,2025-06-14,10.5,Hogar,39.0,Efectivo,0
L1-001068,DeportesTotal,2025-01-03,71.3,MODA,48.0,TC,0
L1-001069,FarmaVida,2025-04-19,105.29,hogar,18.0,Tarjeta Debito,0
L1-001070,TecnoCenter,2025-05-26,194.53,Tecnologia,25.0,tarjeta credito,0
L1-001071,AutoRepuestos,2025-05-24,79.23,Deportes,18.0,TC,0
L1-001072,LibreriaCentral,2025-04-11,138.46,farmacia,21.0,TC,0
L1-001073,HogarFacil,2025-03-21,48.09,MODA,25.0,efectivo,0
L1-001074,GourmetPlus,2025-06-08,102.46,DEP,36.0,TC,0
L1-001075,TecnoCenter,2025-02-07,122.05,Moda,38.0,TRANSF,0
L1-001076,AutoRepuestos,2025-04-22,76.79,Retail,36.0,TD,0
L1-001077,GourmetPlus,2025-06-28,77.41,alimentos,,EFE,0
L1-001078,ModaViva,2025-04-12,111.47,,21.0,EFE,0
L1-001079,GourmetPlus,2025-03-06,59.09,ALIM,28.0,EFE,0
L1-001080,TiendaExpress,2025-06-19,106.3,Deportes,46.0,tarjeta debito,0
L1-001081,LibreriaCentral,2025-01-16,87.67,EDU,28.0,transferencia,0
L1-001082,TiendaExpress,2025-04-14,79.84,tecnologia,32.0,Transferencia,0
L1-001083,SuperMax,2025-05-18,89.06,HOG,98.0,Tarjeta Debito,0
L1-001084,ModaViva,2025-05-30,125.93,moda,43.0,Transferencia,0
L1-001085,HogarFacil,2025-04-09,56.01,Farmacia,25.0,TD,0
L1-001086,LibreriaCentral,2025-03-07,2861.7,farmacia,44.0,Transferencia,0
L1-001087,LibreriaCentral,2025-05-18,1.0,,18.0,Tarjeta Credito,0
L1-001088,HogarFacil,2025-06-11,49.05,educacion,41.0,EFE,0
L1-001089,TiendaExpress,2025-05-22,68.28,farmacia,50.0,TD,0
L1-001090,GourmetPlus,2025-03-07,48.11,,41.0,Tarjeta Debito,0
L1-001091,AutoRepuestos,2025-03-01,46.53,Alimentos,34.0,EFE,0
L1-001092,LibreriaCentral,2025-05-19,110.49,Moda,42.0,TD,0
L1-001093,SuperMax,2025-05-04,86.03,RETAIL,67.0,Tarjeta Credito,0
L1-001094,FarmaVida,2025-05-06,85.14,alimentos,33.0,tarjeta credito,0
L1-001095,ModaViva,2025-03-03,54.63,Automotriz,,transferencia,0
L1-001096,AutoRepuestos,2025-01-22,,Automotriz,27.0,Tarjeta Debito,0
L1-001097,ModaViva,2025-06-06,66.44,TECH,28.0,transferencia,0
L1-001098,TiendaExpress,2025-06-21,220.79,moda,42.0,Tarjeta Debito,0
L1-001099,TiendaExpress,2025-06-06,11.47,Farmacia,36.0,Efectivo,0
L1-001100,HogarFacil,2025-06-01,71.47,moda,41.0,tarjeta credito,0
L1-001101,TiendaExpress,2025-03-20,45.69,automotriz,36.0,Tarjeta Debito,0
L1-001102,ModaViva,2025-03-02,44.24,,44.0,tarjeta debito,0
L1-001103,HogarFacil,2025-03-19,88.27,EDU,52.0,TRANSF,0
L1-001104,ModaViva,2025-01-16,145.22,farmacia,24.0,Tarjeta Debito,0
L1-001105,TecnoCenter,2025-02-24,75.59,Farmacia,36.0,TD,0
L1-001106,GourmetPlus,2025-03-19,91.93,TECH,54.0,TD,0
L1-001107,HogarFacil,2025-05-24,106.27,educacion,48.0,Transferencia,0
L1-001108,HogarFacil,2025-05-26,151.9,,49.0,Tarjeta Credito,0
L1-001109,TecnoCenter,2025-02-22,17.61,farmacia,33.0,Efectivo,0
L1-001110,DeportesTotal,2025-05-07,97.16,Educacion,,EFE,0
L1-001111,FarmaVida,2025-04-08,94.52,FARM,61.0,Transferencia,0
L1-001112,ModaViva,2025-03-27,96.29,Hogar,,tarjeta debito,0
L1-001113,ModaViva,2025-03-27,93.51,HOG,59.0,Transferencia,0
L1-001114,GourmetPlus,2025-04-08,76.98,Automotriz,42.0,TC,1
L1-001115,HogarFacil,2025-02-05,80.21,Retail,,TD,0
L1-001116,GourmetPlus,2025-01-23,158.64,educacion,49.0,EFE,0
L1-001117,HogarFacil,2025-04-26,74.49,Farmacia,30.0,efectivo,0
L1-001118,HogarFacil,2025-04-02,19.07,Retail,19.0,tarjeta credito,0
L1-001119,TiendaExpress,2025-04-18,85.2,Alimentos,37.0,Tarjeta Credito,0
L1-001120,DeportesTotal,2025-06-18,49.96,DEP,42.0,efectivo,0
L1-001121,ModaViva,2025-06-27,98.8,FARM,39.0,transferencia,0
L1-001122,FarmaVida,2025-02-15,1261.07,Alimentos,,TC,0
L1-001123,ModaViva,2025-05-07,134.19,Alimentos,33.0,TD,0
L1-001124,TecnoCenter,2025-06-14,161.13,AUTO,,efectivo,0
L1-001125,ModaViva,2025-05-22,114.96,TECH,52.0,TC,0
L1-001126,GourmetPlus,2025-02-22,111.88,moda,52.0,TD,0
L1-001127,GourmetPlus,2025-03-29,55.48,,18.0,TRANSF,0
L1-001128,ModaViva,2025-06-18,143.94,MODA,19.0,EFE,0
L1-001129,LibreriaCentral,2025-01-16,35.06,Deportes,56.0,Tarjeta Debito,1
L1-001130,GourmetPlus,2025-05-01,51.48,AUTO,59.0,Efectivo,0
L1-001131,HogarFacil,2025-06-16,89.28,moda,28.0,tarjeta debito,0
L1-001132,TiendaExpress,2025-05-09,2590.46,ALIM,,EFE,0
L1-001133,SuperMax,2025-03-31,85.31,Educacion,,TRANSF,0
L1-001134,DeportesTotal,2025-03-09,80.04,Retail,34.0,transferencia,0
L1-001135,ModaViva,2025-06-05,112.56,Educacion,29.0,Efectivo,0
L1-001136,LibreriaCentral,2025-01-25,69.64,Moda,48.0,tarjeta debito,0
L1-001137,LibreriaCentral,2025-02-07,88.57,moda,23.0,TD,0
L1-001138,HogarFacil,2025-04-06,34.82,moda,48.0,transferencia,1
L1-001139,HogarFacil,2025-02-12,100.72,HOG,40.0,TC,0
L1-001140,SuperMax,2025-06-15,76.98,moda,,Tarjeta Debito,0
L1-001141,FarmaVida,2025-05-13,146.39,Alimentos,57.0,transferencia,0
L1-001142,DeportesTotal,2025-01-10,94.96,ALIM,66.0,transferencia,0
L1-001143,GourmetPlus,2025-03-06,101.88,moda,27.0,Efectivo,0
L1-001144,ModaViva,2025-03-08,177.86,hogar,45.0,tarjeta credito,0
L1-001145,GourmetPlus,2025-05-22,25.7,ALIM,18.0,tarjeta credito,0
L1-001146,SuperMax,2025-04-10,119.93,automotriz,47.0,tarjeta credito,0
L1-001147,GourmetPlus,2025-06-22,1.0,MODA,33.0,tarjeta credito,0
L1-001148,TiendaExpress,2025-06-21,119.56,Moda,30.0,transferencia,0
L1-001149,TecnoCenter,2025-03-16,42.2,Deportes,37.0,Tarjeta Credito,0
L1-001150,LibreriaCentral,2025-05-06,43.26,Educacion,47.0,EFE,0
L1-001151,ModaViva,2025-02-14,10.88,moda,36.0,tarjeta debito,0
L1-001152,SuperMax,2025-01-16,24.45,educacion,59.0,TC,0
L1-001153,LibreriaCentral,2025-02-18,121.38,Moda,37.0,Tarjeta Credito,0
L1-001154,HogarFacil,2025-02-13,176.77,Educacion,61.0,transferencia,0
L1-001155,TiendaExpress,2025-05-24,72.98,RETAIL,37.0,tarjeta debito,0
L1-001156,DeportesTotal,2025-03-06,35.45,educacion,37.0,TC,0
L1-001157,SuperMax,2025-01-04,154.37,Automotriz,26.0,tarjeta debito,0
L1-001158,TiendaExpress,2025-06-30,135.23,Farmacia,31.0,TC,0
L1-001159,GourmetPlus,2025-04-03,29.29,automotriz,21.0,tarjeta debito,0
L1-001160,HogarFacil,2025-03-15,43.78,Moda,21.0,tarjeta credito,0
L1-001161,HogarFacil,2025-05-12,92.4,Tecnologia,48.0,Transferencia,0
L1-001162,GourmetPlus,2025-05-18,141.85,Hogar,85.0,TC,0
L1-001163,ModaViva,2025-03-30,116.38,moda,30.0,Efectivo,0
L1-001164,SuperMax,2025-06-09,66.39,Hogar,19.0,TC,0
L1-001165,TiendaExpress,2025-06-23,1.0,tecnologia,27.0,EFE,0
L1-001166,AutoRepuestos,2025-02-24,72.64,Deportes,,efectivo,0
L1-001167,SuperMax,2025-01-06,77.32,Automotriz,55.0,Transferencia,0
L1-001168,TecnoCenter,2025-03-04,69.64,AUTO,21.0,Tarjeta Debito,0
L1-001169,HogarFacil,2025-04-19,78.68,DEP,37.0,,0
L1-001170,HogarFacil,2025-06-30,144.13,Retail,29.0,TC,0
L1-001171,LibreriaCentral,2025-04-14,150.56,AUTO,41.0,Tarjeta Debito,0
L1-001172,GourmetPlus,2025-06-05,129.99,automotriz,35.0,Tarjeta Debito,0
L1-001173,TecnoCenter,2025-06-14,168.89,Retail,49.0,efectivo,0
L1-001174,DeportesTotal,2025-04-09,84.57,Alimentos,61.0,efectivo,0
L1-001175,ModaViva,2025-06-01,119.39,Retail,35.0,EFE,0
L1-001176,ModaViva,2025-05-09,116.83,Farmacia,42.0,Efectivo,0
L1-001177,HogarFacil,2025-05-29,64.56,Deportes,43.0,TD,0
L1-001178,SuperMax,2025-04-06,64.49,tecnologia,47.0,TRANSF,0
L1-001179,TecnoCenter,2025-04-15,111.36,retail,23.0,TD,0
L1-001180,GourmetPlus,2025-06-12,112.21,DEP,50.0,transferencia,0
L1-001181,HogarFacil,2025-01-05,108.78,HOG,47.0,Efectivo,0
L1-001182,GourmetPlus,2025-01-08,80.06,TECH,31.0,efectivo,0
L1-001183,ModaViva,2025-05-13,80.37,FARM,45.0,TC,0
L1-001184,LibreriaCentral,2025-06-06,63.79,hogar,32.0,TD,0
L1-001185,TecnoCenter,2025-06-27,70.01,educacion,19.0,tarjeta debito,0
L1-001186,HogarFacil,2025-06-04,65.65,RETAIL,27.0,TRANSF,0
L1-001187,LibreriaCentral,2025-06-18,114.06,MODA,,tarjeta credito,0
L1-001188,TiendaExpress,2025-01-01,157.02,HOG,46.0,TC,0
L1-001189,TecnoCenter,2025-03-26,122.41,Retail,36.0,Transferencia,0
L1-001190,SuperMax,2025-03-13,62.13,moda,39.0,TRANSF,0
L1-001191,TecnoCenter,2025-05-03,98.43,Deportes,,TC,0
L1-001192,HogarFacil,2025-06-28,90.29,educacion,,transferencia,0
L1-001193,HogarFacil,2025-03-20,68.92,Farmacia,48.0,EFE,0
L1-001194,FarmaVida,2025-05-18,131.01,automotriz,55.0,Transferencia,0
L1-001195,AutoRepuestos,2025-05-24,111.37,FARM,30.0,Tarjeta Debito,0
L1-001196,AutoRepuestos,2025-06-10,109.74,ALIM,44.0,TRANSF,0
L1-001197,FarmaVida,2025-03-21,62.32,hogar,30.0,Transferencia,0
L1-001198,SuperMax,2025-06-01,123.65,automotriz,,tarjeta credito,0
L1-001199,ModaViva,2025-01-19,1684.18,AUTO,,TD,0
L1-001200,DeportesTotal,2025-06-17,44.81,Retail,28.0,Transferencia,0
