id_estudiante,curso,fecha_inscripcion,horas_estudio,porcentaje_avance,calificacion_final,pais,dispositivo
EST00001,Excel Avanzado,02/02/2025,,,4.07,ECU,Movil
EST00780,SQL Fundamentals,09-11-2025,20.9,87.4%,9.27,ECUADOR,MOVIL
EST00714,Estadística Aplicada,21/03/2025,18.8,37.6%,9.69,México,Computador
EST00627,Python para Datos,20-12-2025,15.0,86.3%,5.53,peru,Movil
EST00458,Python para Datos,2025-10-24,20.5,72.2%,8.36,Ecuador,movil
EST00489,Visualización de Datos,22-11-2025,17.9,72.3%,9.35,colombia,Computador
EST00089,SQL Fundamentals,07/25/2025,21.4,65.1%,10.9,México,Computador
EST00484,SQL Fundamentals,2025-07-04,24.8,70.8%,10.59,Ecuador,MOVIL
EST00461,Machine Learning Básico,2025-07-22,25.7,75.9%,6.68,MEX,
EST00078,Visualización de Datos,11/04/2025,23.0,49.6%,9.03,mexico,computador
EST00269,SQL Fundamentals,01/17/2025,6.8,29.6%,7.16,,MOVIL
EST00930,Visualización de Datos,17/11/2025,15.4,51.3%,5.52,Perú,movil
EST00124,Estadística Aplicada,2025-07-16,11.9,80.7%,7.41,México,computador
EST00298,Python para Datos,28/02/2025,0.9,72.5%,8.62,CHI,computador
EST00882,Estadística Aplicada,20-03-2025,,64.2%,7.26,ECU,Tablet
EST00096,Machine Learning Básico,08/09/2025,17.1,51.2%,8.35,Mexico,Computador
EST00734,Python para Datos,2025-10-06,28.4,58.8%,6.52,COLOMBIA,Tablet
EST00012,Excel Avanzado,29/01/2025,16.0,79.2%,,peru,Computador
EST00115,Machine Learning Básico,27/03/2025,15.2,52.6%,7.71,PER,MOVIL
EST00844,Excel Avanzado,25/11/2025,14.7,62.7%,7.28,MEX,computador
EST00429,Machine Learning Básico,10/03/2025,24.0,78.0%,7.93,Mexico,MOVIL
EST00258,Machine Learning Básico,28-03-2025,16.5,64.8%,7.77,ecuador,MOVIL
EST00732,Excel Avanzado,15/05/2025,13.2,77.0%,5.98,mexico,movil
EST00950,Estadística Aplicada,01/05/2025,18.7,80.1%,7.17,PER,Movil
EST00765,SQL Fundamentals,07/04/2025,9.7,43.6%,6.23, peru,tablet
EST00353,Python para Datos,,19.4,56.9%,5.71,mexico,Computador
EST00908,Machine Learning Básico,2025-08-12,27.4,22.5%,7.91,Ecuador,movil
EST00774,Estadística Aplicada,26-11-2025,34.6,51.2%,7.63,COL,computador
EST00956,Visualización de Datos,2025-08-31,20.3,83.5%,4.03,ECU,Computador
EST00691,Excel Avanzado,,17.7,80.0%,6.34,peru,MOVIL
EST00791,Machine Learning Básico,04-09-2025,18.7,46.0%,11.54,COLOMBIA,Computador
EST00532,Visualización de Datos,06/04/2025,15.1,75.9%,6.27,ECUADOR,Movil
EST00868,SQL Fundamentals,08/27/2025,15.0,83.0%,8.22,Perú,Movil
EST00170,Estadística Aplicada,02-05-2025,13.1,67.4%,6.14,peru,Computador
EST00240,Machine Learning Básico,06/02/2025,22.4,58.0%,5.23,Perú,Computador
EST00074,Visualización de Datos,16-01-2025,15.8,69.6%,7.8,COLOMBIA,computador
EST00762,Estadística Aplicada,,23.0,74.1%,5.0,ECUADOR,Computador
EST00741,Python para Datos,05/06/2025,14.8,45.7%,6.78,ECUADOR,computador
EST00751,Visualización de Datos,09-08-2025,17.6,76.3%,7.26,Mexico,MOVIL
EST00742,SQL Fundamentals,08/01/2025,11.6,66.2%,8.33,COL,Computador
EST00831,Estadística Aplicada,2025-07-19,15.0,46.7%,7.45,ecuador,movil
EST00048,Machine Learning Básico,03-12-2025,19.7,57.5%,6.8,Colombia,MOVIL
EST00763,Estadística Aplicada,04-12-2025,6.9,71.1%,5.29,Ecuador,computador
EST00592,Estadística Aplicada,31-01-2025,18.7,56.0%,9.26,ECU,Computador
EST00808,Excel Avanzado,2025-03-10,4.8,62.3%,8.12,COL,MOVIL
EST00506,Python para Datos,2025-10-30,4.1,81.5%,8.15, Ecuador,tablet
EST00653,Python para Datos,2025-07-14,15.7,61.6%,9.07,MEX,computador
EST00193,Visualización de Datos,07/18/2025,18.3,73.8%,5.14,Mexico,Computador
EST00245,Excel Avanzado,03/23/2025,26.2,78.2%,11.07,ECU,Computador
EST00060,Visualización de Datos,2025-01-27,20.9,80.6%,6.71,chile,Tablet
EST00177,Excel Avanzado,02-12-2025,15.0,97.3%,7.2,COL,Movil
EST00450,Visualización de Datos,2025-04-26,14.1,50.9%,5.84,colombia,computador
EST00056,Excel Avanzado,07-09-2025,,29.9%,7.49,ECUADOR,computador
EST00920,Estadística Aplicada,2025-07-24,21.6,44.1%,6.36,,MOVIL
EST00642,Visualización de Datos,09/29/2025,18.8,68.2%,9.47,ECUADOR,Movil
