id_viaje,tipo_vehiculo,fecha_inicio,hora_inicio,duracion_minutos,distancia_km,costo,zona,edad_usuario,metodo_pago
VJ000432,Bicicleta,2025-07-23,19:51,13.0,2.58,1.67,Centro ,20.0,TARJETA
VJ001857,Scooter,2025-07-20,15:33,19.9,2.72,3.2, Norte,31.0,tarjeta
VJ002331,bicicleta,2025-07-09,03:10,18.9,3.95,3.18,NORTE,,BILLETERA DIGITAL
VJ000571, Bicicleta,2025-08-01,18:12,10.4,2.67,1.07,Norte,41.0,TARJETA
VJ000627,Scooter,2025-08-31,11:46,14.8,2.54,,,46.0,tarjeta
VJ002577,Bicicleta,2025-07-28,11:18,12.4,2.39,1.76,CENTRO,22.0,efectivo
VJ000054,Scooter,2025-08-06,08:38,10.2,2.6,1.86,Centro ,32.0,Tarjeta
VJ000796,bicicleta,2025-06-05,13:36,-5.0,0.1,0.75,Samborondón,35.0,tarjeta
VJ002794,Bici,2025-06-20,10:25,13.3,1.8,2.24,Centro,53.0,efectivo
VJ000909,bicicleta,2025-06-09,09:31,16.9,2.44,2.35,samborondon,19.0,billetera digital
VJ000147, Bicicleta,2025-06-23,17:49,11.2,2.87,2.4,Centro,28.0,Billetera Digital
VJ001424,Bici,2025-08-17,07:08,10.4,2.35,1.73,Samborondon,30.0,EFECTIVO
VJ002895, Patineta,2025-06-14,23:32,28.3,4.81,3.69,CENTRO,25.0,tarjeta
VJ001614,Bicicleta,2025-08-10,18:23,27.2,4.99,3.24,SUR,,BILLETERA DIGITAL
VJ002378, Bicicleta,2025-08-01,07:55,8.8,1.92,1.55,sur,31.0,EFECTIVO
VJ000306,Bici,2025-08-08,12:00,17.4,3.1,2.93,SUR,30.0,Tarjeta
VJ001253,PATINETA,2025-06-17,19:21,29.6,4.99,3.7,NORTE,43.0,billetera digital
VJ001989,Bicicleta,2025-07-14,18:23,21.7,2.93,3.24,CENTRO,20.0,Tarjeta
VJ001418,Patineta,2025-08-22,06:56,13.9,-0.5,2.19,Norte,,TARJETA
VJ002975,bicicleta,2025-08-15,07:09,18.1,3.0,2.38,Samborondón,34.0,Billetera digital
VJ001085,Bicicleta,2025-06-23,18:12,3.9,1.01,1.21,NORTE,39.0,TARJETA
VJ001938,Bici,2025-07-30,14:09,1.2,0.27,0.3,Centro,16.0,Efectivo
VJ002488, Bicicleta,2025-07-02,00:51,3.8,0.7,0.98,Centro,26.0,EFECTIVO
VJ001432,BICICLETA,2025-08-15,17:50,7.4,1.79,1.09,samborondon,25.0,Billetera Digital
VJ000653, Patineta,2025-06-03,16:02,15.8,3.22,1.98,centro,24.0,Efectivo
VJ000229,Bicicleta,2025-07-27,20:20,15.7,2.5,2.54,Samborondon,25.0,efectivo
VJ000232,Scooter,2025-07-24,15:03,7.9,1.75,1.19,samborondon,32.0,Tarjeta
VJ002354,PATINETA,2025-07-08,19:43,17.0,2.31,2.36,Sur,25.0,
VJ002761,patineta,2025-08-05,12:25,8.6,1.55,1.23,Centro ,30.0,EFECTIVO
VJ001298, Patineta,2025-07-09,21:38,13.2,2.64,2.82,Samborondon,16.0,Efectivo
VJ000325,Bicicleta,2025-08-17,13:55,22.8,3.17,3.11,Centro,34.0,Tarjeta
VJ000456,BICICLETA,2025-06-28,16:42,15.6,3.14,2.44,,31.0,Efectivo
VJ001313, Patineta,2025-07-18,07:56,8.9,1.45,1.9,Centro ,95.0,efectivo
VJ002337,Bici,2025-06-19,18:44,2.2,0.56,0.59,Centro ,16.0,TARJETA
VJ002883,bicicleta,2025-06-12,15:08,18.1,2.63,2.6,samborondon,29.0,TARJETA
VJ002335,Bici,2025-07-17,23:06,30.9,4.6,4.3,CENTRO,27.0,Tarjeta
VJ000642,Patineta,2025-07-20,07:57,5.4,1.36,183.13,sur,,EFECTIVO
VJ002031,BICICLETA,2025-06-25,14:12,15.4,3.06,2.29,Centro ,28.0,billetera digital
VJ001993,Bicicleta,2025-06-25,08:05,1.7,0.29,0.58,CENTRO,27.0,TARJETA
VJ002917,PATINETA,2025-07-04,18:42,10.4,1.48,1.99,CENTRO,25.0,TARJETA
VJ002660,Patineta,2025-07-24,00:19,11.9,2.15,1.77,sur,25.0,Tarjeta
VJ001021, Patineta,2025-07-15,19:48,7.5,1.26,,Centro ,,TARJETA
VJ000612,Bicicleta,2025-08-15,18:07,12.3,2.63,, Norte,19.0,tarjeta
VJ001238, Patineta,2025-08-08,07:49,17.4,3.21,2.36, Norte,21.0,Efectivo
VJ000419, Bicicleta,2025-06-24,14:41,14.2,3.75,2.08,Samborondon,32.0,TARJETA
VJ002033,bicicleta,2025-08-25,13:36,13.2,2.68,1.75,CENTRO,27.0,TARJETA
VJ002373,Scooter,2025-07-01,16:12,18.1,4.21,2.39,norte,40.0,tarjeta
VJ002649, Patineta,2025-07-19,20:07,2.8,0.64,0.52,Samborondon,30.0,Billetera digital
VJ001555,BICICLETA,2025-06-15,07:24,348.1,1.4,1.53,norte,26.0,tarjeta
VJ000887,PATINETA,2025-06-04,16:57,10.5,1.63,1.39,samborondon,17.0,efectivo
VJ002559,bicicleta,2025-06-06,18:14,27.8,4.12,3.91, Norte,30.0,tarjeta
VJ001670,Patineta,2025-08-07,18:03,2.7,0.47,0.9,centro,41.0,TARJETA
VJ000396,Bici,2025-08-31,14:10,25.1,3.45,3.52,Sur,27.0,Billetera Digital
VJ001926,Patineta,2025-07-21,21:45,6.4,1.65,1.19,Samborondón,43.0,tarjeta
VJ002923,Bici,2025-06-09,11:52,11.6,2.31,1.81,Sur,26.0,efectivo
VJ000204, Bicicleta,2025-08-26,12:56,6.2,1.36,1.45,SUR,27.0,Efectivo
VJ000095,bicicleta,2025-07-08,06:05,8.1,1.64,1.58,,36.0,tarjeta
VJ002224,BICICLETA,2025-08-25,12:36,10.6,1.87,,Norte,42.0,Billetera Digital
VJ002964,Bicicleta,2025-06-20,23:17,5.9,1.16,0.86,centro,28.0,Tarjeta
VJ001471,Bicicleta,2025-06-23,16:18,0.0,4.21,,Norte,21.0,Tarjeta
VJ001182,bicicleta,2025-08-16,13:58,11.7,2.14,1.78,Samborondón,19.0,Tarjeta
VJ001986,Bicicleta,2025-08-19,17:50,26.8,4.79,3.33,Centro,25.0,TARJETA
VJ001955,Bicicleta,2025-08-27,15:46,19.2,4.7,,Centro,36.0,efectivo
VJ002618, Bicicleta,2025-08-25,06:21,8.3,1.91,1.42,,,TARJETA
VJ001275,Bici,2025-07-17,19:25,14.8,2.74,1.93,sur,32.0,Billetera digital
VJ001698, Patineta,2025-08-17,19:18,13.7,2.86,2.23,Sur,29.0,tarjeta
VJ001443,PATINETA,2025-06-28,22:09,14.6,2.57,2.41, Norte,,Tarjeta
VJ001944,Bicicleta,2025-07-30,20:10,-1.2,3.45,2.93,SAMBORONDON,5.0,Billetera digital
VJ001703,bicicleta,2025-07-18,06:16,10.3,1.9,,Samborondon,16.0,tarjeta
VJ001875,Patineta,2025-07-24,19:44,15.3,2.49,2.43,Centro,27.0,Tarjeta
VJ000600,bicicleta,2025-08-12,18:34,350.5,1.19,1.19,SUR,23.0,Billetera digital
VJ002459, Bicicleta,2025-08-11,21:04,10.2,1.76,1.96,samborondon,30.0,TARJETA
VJ002529,Scooter,2025-07-09,11:05,21.8,3.39,3.64, Norte,36.0,Tarjeta
VJ001555,BICICLETA,2025-06-15,07:24,348.1,1.4,1.53,norte,26.0,tarjeta
VJ000871, Bicicleta,2025-08-16,19:58,7.2,1.78,1.22,Sur,47.0,billetera digital
VJ002177,patineta,2025-08-21,19:21,28.5,3.87,3.43,samborondon,31.0,tarjeta
VJ002788,Patineta,2025-08-28,09:51,10.7,1.47,1.3,Centro ,29.0,efectivo
VJ000899,Scooter,2025-08-12,00:14,1.0,0.1,1.04,Samborondon,27.0,TARJETA
VJ000763, Patineta,2025-07-18,13:48,15.9,2.51,2.4,Norte,28.0,TARJETA
VJ001036,PATINETA,2025-06-30,11:17,10.7,2.46,1.5,CENTRO,37.0,Tarjeta
VJ001067,patineta,2025-07-01,18:52,12.3,2.07,2.56,Centro,25.0,efectivo
VJ001394,BICICLETA,2025-06-04,21:40,7.1,1.74,1.68,,25.0,billetera digital
VJ001102,bicicleta,2025-07-26,12:42,17.5,3.02,2.37,centro,,tarjeta
VJ000058,Patineta,2025-07-10,20:45,10.7,2.47,2.41,Sur,28.0,TARJETA
VJ000098,Bici,2025-07-23,20:19,11.6,2.83,,Norte,32.0,TARJETA
VJ002606,Bici,2025-07-16,21:03,11.4,2.96,1.55, Norte,28.0,tarjeta
VJ002003,Bici,2025-06-09,19:42,9.2,2.0,1.66,Centro ,29.0,Tarjeta
VJ001031, Bicicleta,2025-07-25,18:03,6.8,1.76,1.67,centro,33.0,Billetera digital
VJ000779,Bicicleta,2025-06-30,07:59,23.0,3.93,3.08,NORTE,35.0,Tarjeta
VJ002534,BICICLETA,2025-07-30,10:24,11.1,2.29,1.44,NORTE,28.0,tarjeta
VJ002900,patineta,2025-06-30,12:59,17.9,3.29,2.58,Samborondón,16.0,billetera digital
VJ001448,patineta,2025-07-24,13:25,15.3,3.75,2.54,norte,,Tarjeta
VJ001847,PATINETA,2025-08-19,12:07,10.3,2.23,1.73,Centro ,29.0,efectivo
VJ001818,Patineta,2025-07-03,07:54,14.2,2.94,2.15,Norte,26.0,EFECTIVO
VJ000537, Bicicleta,2025-08-28,05:08,10.0,2.28,1.48,NORTE,34.0,Tarjeta
VJ002978,patineta,2025-08-10,07:32,23.9,3.29,,Samborondón,32.0,tarjeta
VJ000536,Patineta,2025-07-11,23:44,10.6,2.81,1.7,norte,26.0,tarjeta
VJ002053, Bicicleta,2025-08-06,19:28,10.9,2.12,1.38,norte,42.0,tarjeta
VJ001667,Patineta,2025-06-03,19:47,17.5,4.07,2.87,Centro ,41.0,Billetera digital
VJ001473,BICICLETA,2025-07-14,12:55,12.0,2.27,2.16,NORTE,27.0,TARJETA
VJ002049,Scooter,2025-08-14,08:49,15.3,2.21,2.52,CENTRO,39.0,tarjeta
VJ002229,bicicleta,2025-06-17,20:01,16.0,3.03,128.18,centro,40.0,Billetera digital
VJ002694,patineta,2025-07-24,20:07,19.3,3.75,2.59,Centro ,19.0,Billetera digital
VJ000150,bicicleta,2025-07-29,22:32,9.8,1.36,1.48,Centro,37.0,efectivo
VJ000014,bicicleta,2025-07-05,12:06,360.0,1.27,1.56,,43.0,TARJETA
VJ002988,BICICLETA,2025-07-28,07:52,23.0,3.18,3.13,Centro ,39.0,efectivo
VJ002655, Bicicleta,2025-06-24,20:58,14.2,3.64,1.79,centro,,Efectivo
VJ002051, Bicicleta,2025-07-18,08:21,9.7,1.92,,NORTE,33.0,Tarjeta
VJ001154, Bicicleta,2025-08-28,18:49,13.6,3.23,1.86,,30.0,tarjeta
VJ001044,patineta,2025-08-22,08:15,25.1,4.62,3.44, Norte,24.0,billetera digital
VJ000692,Bicicleta,2025-06-25,07:09,41.9,6.39,6.06,samborondon,30.0,Tarjeta
VJ002558,Scooter,2025-08-10,08:04,8.6,1.82,1.91,NORTE,,
VJ001902,Patineta,2025-07-20,14:46,7.6,1.75,1.41,Centro,28.0,tarjeta
VJ001794,Bici,2025-08-18,12:56,23.6,3.2,3.45,Centro,30.0,EFECTIVO
VJ000528, Patineta,2025-06-16,13:19,324.9,5.49,3.96,Centro,38.0,TARJETA
VJ001668,BICICLETA,2025-08-27,12:53,11.1,2.34,1.74,norte,35.0,Tarjeta
VJ001976,bicicleta,2025-06-01,16:48,9.9,2.57,1.68,samborondon,,TARJETA
VJ002060, Patineta,2025-06-07,19:05,5.5,1.04,1.13,Centro ,29.0,Billetera Digital
VJ002122,Patineta,2025-08-06,17:45,16.1,3.03,2.37, Norte,30.0,Billetera digital
VJ000943,bicicleta,2025-07-03,08:25,16.6,3.52,1.93,Norte,23.0,efectivo
VJ001227,bicicleta,2025-06-28,08:10,12.5,3.31,1.98,Samborondón,39.0,efectivo
VJ000819,bicicleta,2025-08-10,13:05,5.3,1.16,0.93,Centro ,35.0,EFECTIVO
VJ000504, Patineta,2025-06-16,08:58,6.7,1.72,1.56,centro,33.0,TARJETA
VJ001133,Bici,2025-07-21,08:01,1.2,0.21,0.61,Norte,36.0,billetera digital
VJ000428,patineta,2025-07-13,07:46,32.1,4.58,3.75,Sur,,Efectivo
VJ002030,Bici,2025-07-18,11:49,14.7,3.38,2.15,SAMBORONDON,45.0,Billetera digital
VJ001713,bicicleta,2025-07-30,14:06,12.0,3.05,1.7, Norte,,Billetera digital
VJ001025,Scooter,2025-06-20,05:27,-5.0,0.99,1.24,Norte,27.0,TARJETA
VJ000053,bicicleta,2025-06-07,04:12,1.7,0.43,0.39,,29.0,TARJETA
VJ001400,Scooter,2025-08-20,06:42,12.3,2.4,1.93,centro,40.0,billetera digital
VJ002509,Bici,2025-06-30,00:35,19.0,3.9,3.21,centro,27.0,TARJETA
VJ002113,PATINETA,2025-08-21,16:02,370.9,4.8,2.87,Sur,34.0,EFECTIVO
VJ000719,patineta,2025-07-10,05:49,8.6,1.39,1.34,Samborondon,19.0,tarjeta
VJ000619,Bici,2025-06-07,06:34,22.1,4.39,3.43,Sur,30.0,Efectivo
VJ002594,bicicleta,2025-06-06,14:25,11.6,2.81,1.9,Centro,40.0,Billetera Digital
VJ000603, Patineta,2025-07-20,12:52,195.8,3.35,3.05,,19.0,TARJETA
VJ002344, Patineta,2025-07-08,06:37,1.0,0.1,0.38,NORTE,31.0,Billetera Digital
VJ000363,PATINETA,2025-07-26,14:15,8.1,1.96,1.6,Centro ,43.0,TARJETA
VJ002392,bicicleta,2025-06-26,19:02,13.3,3.2,2.28,samborondon,37.0,Efectivo
VJ002576,BICICLETA,2025-08-13,13:09,3.1,0.76,124.25,Centro,31.0,Tarjeta
VJ002187,Patineta,2025-07-23,18:16,1.0,0.1,0.71,Samborondon,42.0,tarjeta
VJ001606, Bicicleta,2025-08-28,07:14,22.5,4.43,3.52,NORTE,,tarjeta
VJ002737,BICICLETA,2025-06-29,18:00,7.4,1.41,1.39,centro,47.0,EFECTIVO
VJ001895,BICICLETA,2025-07-01,21:43,15.0,2.96,2.34,Centro ,32.0,
VJ002896,PATINETA,2025-08-16,14:32,14.9,3.67,2.51,CENTRO,,Billetera Digital
VJ001603,BICICLETA,2025-08-14,19:50,17.0,3.12,1.97,norte,47.0,Tarjeta
VJ002203,Bici,2025-08-18,14:24,14.3,2.57,2.12,centro,30.0,BILLETERA DIGITAL
VJ001636,Bici,2025-07-16,07:06,20.0,2.72,3.19,samborondon,23.0,TARJETA
VJ000355,patineta,2025-08-03,17:24,12.8,3.28,2.2,Centro ,,Efectivo
VJ001234,Bici,2025-08-18,08:07,12.4,2.69,2.25,sur,29.0,TARJETA
VJ000918,patineta,2025-08-30,13:26,6.8,1.16,1.36, Norte,40.0,Billetera digital
VJ001498,bicicleta,2025-07-17,21:13,10.2,2.45,1.54,Centro ,32.0,Tarjeta
VJ000464,Bicicleta,2025-07-10,12:50,16.0,3.83,2.84,centro,22.0,TARJETA
VJ001502, Bicicleta,2025-07-28,09:25,9.2,1.35,2.02,Centro,37.0,efectivo
VJ002710,BICICLETA,2025-07-09,18:17,15.6,3.46,2.44,samborondon,27.0,Efectivo
VJ000888,bicicleta,2025-06-30,18:04,10.6,1.74,1.56,Centro,23.0,Efectivo
VJ001009,patineta,2025-07-07,12:14,15.5,3.13,2.28,CENTRO,28.0,Tarjeta
VJ002579,patineta,2025-06-17,06:45,5.7,1.3,1.27,Sur,35.0,TARJETA
VJ001923,PATINETA,2025-06-16,05:12,12.1,2.46,2.14,Sur,31.0,tarjeta
VJ001483,PATINETA,2025-06-14,17:47,10.0,2.21,1.99, Norte,17.0,Efectivo
VJ002730,BICICLETA,2025-07-29,14:29,6.8,1.69,1.93,CENTRO,35.0,EFECTIVO
VJ000710,BICICLETA,2025-07-17,19:52,15.9,4.13,2.42,NORTE,27.0,BILLETERA DIGITAL
VJ002564, Patineta,2025-08-15,12:24,1.0,0.1,0.66,NORTE,26.0,efectivo
VJ002739, Bicicleta,2025-06-07,08:59,3.2,0.84,0.94,centro,39.0,Tarjeta
VJ000864, Patineta,2025-07-12,14:43,6.9,1.5,1.54,CENTRO,23.0,tarjeta
VJ000883,bicicleta,2025-06-04,00:09,9.7,-2.0,1.82,centro,16.0,tarjeta
VJ001829,Scooter,2025-07-21,13:55,17.7,2.87,2.41, Norte,23.0,EFECTIVO
VJ001497,Bici,2025-07-22,12:57,16.8,4.35,2.34,Samborondon,36.0,Billetera digital
VJ000646,Scooter,2025-06-04,19:11,6.9,1.19,1.51,Sur,39.0,tarjeta
VJ002513,Patineta,2025-08-08,16:14,13.6,2.81,2.04,CENTRO,,Billetera Digital
VJ001521,BICICLETA,2025-08-18,13:34,9.8,-0.5,1.37,norte,27.0,efectivo
VJ000458,PATINETA,2025-06-15,17:32,9.5,2.0,1.24,Centro,30.0,efectivo
VJ001217,Scooter,2025-07-04,23:10,1.0,0.18,0.3,NORTE,31.0,EFECTIVO
VJ000298,PATINETA,2025-07-17,00:40,18.5,4.65,2.59,Sur,38.0,TARJETA
VJ000456,BICICLETA,2025-06-28,16:42,15.6,3.14,2.44,,31.0,Efectivo
VJ001021, Patineta,2025-07-15,19:48,7.5,1.26,,Centro ,,TARJETA
VJ002765,Bicicleta,2025-08-07,06:25,15.7,2.12,2.72,Sur,34.0,Billetera Digital
VJ000158, Bicicleta,2025-07-25,20:23,6.5,1.66,1.82,Centro ,37.0,tarjeta
VJ000130,BICICLETA,2025-07-31,19:03,7.5,1.52,1.58,Centro ,34.0,tarjeta
VJ000748,Bicicleta,2025-08-09,19:56,7.8,1.57,1.36,norte,33.0,Tarjeta
VJ002163,Bicicleta,2025-08-06,23:33,30.3,4.53,4.11,Samborondón,25.0,tarjeta
VJ002635, Patineta,2025-08-07,07:57,15.2,3.87,2.61,centro,21.0,efectivo
VJ002983,patineta,2025-07-15,13:50,5.3,1.36,1.09,Sur,29.0,Tarjeta
VJ000109,Patineta,2025-07-31,05:28,7.5,1.96,1.01,CENTRO,29.0,efectivo
VJ002216,Bici,2025-07-04,07:19,13.2,1.77,179.44,Centro ,25.0,Efectivo
VJ002758,Bicicleta,2025-07-26,16:38,11.3,2.48,,centro,38.0,efectivo
VJ002585,BICICLETA,2025-08-04,22:38,14.6,2.4,2.32, Norte,16.0,Tarjeta
VJ000303,Scooter,2025-07-27,09:02,9.9,2.2,1.66,SUR,26.0,Tarjeta
VJ001863,Scooter,2025-08-15,06:20,12.4,2.65,1.87,CENTRO,42.0,billetera digital
VJ002141, Bicicleta,2025-06-27,13:39,7.4,1.96,1.33,Norte,24.0,TARJETA
VJ000166,Scooter,2025-08-16,18:42,17.3,2.68,2.43,samborondon,37.0,tarjeta
VJ001567,Scooter,2025-06-07,23:00,1.0,0.26,0.42,Centro,37.0,BILLETERA DIGITAL
VJ001717, Bicicleta,2025-08-15,20:16,14.4,2.34,1.98,Centro,27.0,EFECTIVO
VJ000264,PATINETA,2025-08-06,18:40,23.5,3.61,3.35,Centro,32.0,Billetera digital
VJ001583,BICICLETA,2025-07-25,19:02,15.0,2.94,2.59,centro,22.0,BILLETERA DIGITAL
VJ001672,Bicicleta,2025-08-05,01:33,4.1,0.82,0.95,CENTRO,26.0,EFECTIVO
VJ000042,Bicicleta,2025-07-13,13:50,9.9,-2.0,1.94,norte,21.0,TARJETA
VJ002086,bicicleta,2025-06-03,03:31,16.0,3.0,2.33,SAMBORONDON,25.0,Tarjeta
VJ002208,Bicicleta,2025-08-13,04:36,10.1,2.3,2.24,CENTRO,33.0,Tarjeta
VJ002815,BICICLETA,2025-07-01,06:41,8.3,1.26,1.13,Centro ,110.0,tarjeta
VJ001390, Patineta,2025-07-07,03:26,9.0,1.77,1.89,Norte,21.0,Tarjeta
VJ001719, Bicicleta,2025-06-13,16:18,8.9,1.77,1.25,sur,26.0,efectivo
VJ002116,Bicicleta,2025-07-12,08:46,13.5,2.08,2.24,centro,41.0,efectivo
VJ001558,Patineta,2025-07-19,06:09,16.4,3.61,2.8,CENTRO,23.0,Billetera Digital
VJ000886,PATINETA,2025-08-16,09:51,1.9,0.35,0.99,Samborondón,26.0,Billetera Digital
VJ000445,Bici,2025-07-23,22:49,17.1,3.11,2.66, Norte,26.0,Billetera Digital
VJ001919, Patineta,2025-08-23,07:15,10.8,1.96,1.98, Norte,22.0,Billetera Digital
VJ000558, Bicicleta,2025-07-19,14:27,11.1,2.46,1.57,samborondon,29.0,efectivo
VJ001850,Scooter,2025-06-12,23:05,35.5,5.22,4.95,Samborondon,43.0,BILLETERA DIGITAL
VJ002930,BICICLETA,2025-08-05,20:03,2.6,0.48,1.03,Centro ,39.0,efectivo
VJ001899,Bici,2025-08-10,09:13,8.6,2.1,1.25,sur,34.0,efectivo
VJ001183,Patineta,2025-06-18,06:24,-1.2,2.9,2.3,,25.0,billetera digital
VJ000656,Scooter,2025-08-03,18:53,13.3,3.02,1.9,Centro,24.0,Tarjeta
VJ001356, Patineta,2025-08-22,10:21,19.6,3.48,2.76,Sur,31.0,efectivo
VJ001563,Bicicleta,2025-08-08,21:23,17.7,4.58,2.41,Samborondón,37.0,TARJETA
VJ002365,patineta,2025-07-11,20:36,9.2,2.15,2.12,Samborondón,36.0,BILLETERA DIGITAL
VJ002922,PATINETA,2025-07-29,19:18,3.7,0.81,1.04,Sur,17.0,TARJETA
VJ002625,Scooter,2025-07-17,07:00,26.9,3.7,,Samborondon,36.0,Billetera digital
VJ001943,Patineta,2025-07-30,13:17,14.8,2.34,1.41,centro,16.0,efectivo
VJ001850,Scooter,2025-06-12,23:05,35.5,5.22,4.95,Samborondon,43.0,BILLETERA DIGITAL
VJ002959,Patineta,2025-06-16,12:13,11.9,3.0,2.0,Centro,24.0,EFECTIVO
VJ001984, Bicicleta,2025-07-25,14:19,28.4,3.98,,CENTRO,43.0,Tarjeta
VJ002156, Patineta,2025-07-13,07:41,9.1,2.17,1.18,,16.0,TARJETA
VJ001986,Bicicleta,2025-08-19,17:50,26.8,4.79,3.33,Centro,25.0,TARJETA
VJ000759,Bicicleta,2025-06-12,11:11,1.0,0.1,,Samborondon,19.0,Efectivo
VJ002512,Scooter,2025-07-01,15:14,16.5,4.26,2.81,NORTE,49.0,tarjeta
VJ002770,patineta,2025-06-28,07:48,9.9,1.92,1.51,CENTRO,36.0,Billetera Digital
VJ002685, Bicicleta,2025-08-25,08:38,20.9,2.83,3.18,samborondon,20.0,TARJETA
VJ001527,Patineta,2025-08-17,18:16,12.9,2.03,,Norte,23.0,Tarjeta
VJ000865,BICICLETA,2025-07-02,00:46,11.4,1.61,1.85,Norte,22.0,EFECTIVO
VJ000287,patineta,2025-07-24,16:12,12.0,3.03,2.26,Centro,39.0,tarjeta
VJ002397,Scooter,2025-07-23,09:22,18.7,3.02,2.31,centro,36.0,billetera digital
VJ000235,bicicleta,2025-06-07,02:14,8.3,1.81,,Centro ,23.0,Billetera Digital
VJ001010,bicicleta,2025-06-30,18:34,10.1,1.67,2.23,Samborondon,16.0,BILLETERA DIGITAL
VJ002617,BICICLETA,2025-08-23,06:14,11.9,2.98,2.12,,39.0,BILLETERA DIGITAL
VJ001738,Bicicleta,2025-06-29,12:35,22.4,3.45,3.11,centro,40.0,tarjeta
VJ002072,Bici,2025-06-07,19:09,11.9,1.96,1.84,CENTRO,37.0,billetera digital
VJ000182, Bicicleta,2025-08-17,21:17,10.3,1.95,1.83,Norte,33.0,BILLETERA DIGITAL
VJ002444, Bicicleta,2025-07-02,13:48,16.3,2.99,2.12,SAMBORONDON,18.0,Billetera Digital
VJ001573,Patineta,2025-07-18,05:54,300.6,2.75,2.05, Norte,20.0,tarjeta
VJ002614,Patineta,2025-08-31,07:50,6.4,0.95,1.38,norte,38.0,EFECTIVO
VJ002288,patineta,2025-06-15,07:16,15.6,3.56,2.69,Centro ,27.0,Tarjeta
VJ000351,PATINETA,2025-08-04,21:46,9.7,2.42,1.82,centro,16.0,Billetera digital
VJ002932,Bici,2025-08-31,07:02,21.1,4.7,3.29,Centro,30.0,efectivo
VJ001606, Bicicleta,2025-08-28,07:14,22.5,4.43,3.52,NORTE,,tarjeta
VJ001712, Bicicleta,2025-07-20,12:15,9.7,1.81,1.39,Sur,16.0,EFECTIVO
VJ000489,bicicleta,2025-08-26,11:10,4.7,0.7,1.0,CENTRO,29.0,BILLETERA DIGITAL
VJ000835,Scooter,2025-08-31,20:33,3.7,0.96,1.07,samborondon,32.0,TARJETA
VJ001834,BICICLETA,2025-06-09,12:09,8.9,2.01,1.4,NORTE,22.0,EFECTIVO
VJ002231,Patineta,2025-06-27,14:41,18.4,2.77,2.36,CENTRO,31.0,tarjeta
VJ001627, Bicicleta,2025-08-03,21:26,10.0,2.51,156.14,CENTRO,18.0,Efectivo
VJ002588,PATINETA,2025-07-28,20:09,12.7,2.68,1.85,NORTE,44.0,Tarjeta
VJ001593,PATINETA,2025-08-15,17:17,16.8,-2.0,2.13,CENTRO,34.0,tarjeta
VJ000190,BICICLETA,2025-08-28,08:48,9.9,2.04,, Norte,30.0,TARJETA
VJ001674,Scooter,2025-08-06,20:49,12.9,2.07,,Centro ,37.0,BILLETERA DIGITAL
VJ001990, Patineta,2025-06-02,03:24,10.3,2.54,1.89,samborondon,46.0,Billetera digital
VJ000852,bicicleta,2025-07-21,07:56,7.8,1.74,1.61,Centro,,Tarjeta
VJ000487,Bici,2025-06-27,14:15,12.0,2.43,1.8,Sur,23.0,tarjeta
VJ002707,Scooter,2025-08-01,08:11,16.4,3.18,,NORTE,23.0,Billetera Digital
VJ000189,PATINETA,2025-06-10,19:25,17.6,4.1,2.61,norte,25.0,tarjeta
VJ001332,PATINETA,2025-06-23,18:48,7.6,1.65,1.29, Norte,37.0,billetera digital
VJ002731,Bicicleta,2025-07-19,11:59,16.4,3.53,2.54,centro,,tarjeta
VJ001733, Bicicleta,2025-08-13,20:24,13.2,2.66,1.82,Centro ,36.0,Tarjeta
VJ002437,Bici,2025-07-15,12:28,22.0,3.82,3.47,sur,17.0,Efectivo
VJ002680, Patineta,2025-06-09,09:44,29.1,5.03,,Centro,31.0,TARJETA
VJ002427,bicicleta,2025-06-08,06:47,15.4,3.02,2.94,Centro ,29.0,TARJETA
VJ001342, Patineta,2025-08-01,17:14,17.2,3.07,2.36,CENTRO,38.0,TARJETA
VJ002951,Scooter,2025-08-15,07:10,24.4,3.29,3.21,NORTE,40.0,Billetera digital
VJ002085,Scooter,2025-08-21,16:59,26.2,3.68,3.64,norte,18.0,tarjeta
VJ000125,patineta,2025-08-19,08:51,17.1,3.21,,CENTRO,38.0,Tarjeta
VJ001439,PATINETA,2025-08-22,18:54,22.8,3.66,3.57,SUR,16.0,Billetera Digital
VJ001600,PATINETA,2025-08-04,08:36,1.2,0.29,0.32,SUR,17.0,Tarjeta
VJ000222,bicicleta,2025-08-20,09:24,4.8,1.17,0.83,Centro ,19.0,billetera digital
VJ002013,Bici,2025-07-11,18:50,10.5,1.63,1.73,Centro ,42.0,efectivo
VJ002426,Bici,2025-08-11,09:39,6.7,1.33,1.02,Centro ,33.0,BILLETERA DIGITAL
VJ002454, Patineta,2025-06-30,07:51,16.8,3.25,2.34,Norte,37.0,efectivo
VJ001515,Patineta,2025-08-21,20:56,15.6,2.93,2.84,centro,29.0,TARJETA
VJ000438,Scooter,2025-06-07,03:56,14.3,2.91,2.57,Centro,43.0,tarjeta
VJ001310,Bici,2025-06-03,13:11,3.4,0.71,1.1,Centro,19.0,tarjeta
VJ002124,patineta,2025-08-19,09:20,28.8,4.35,4.11,Sur,25.0,EFECTIVO
VJ002457,patineta,2025-08-03,20:44,9.2,2.0,1.75,Samborondón,34.0,Billetera digital
VJ002555,BICICLETA,2025-06-27,22:04,10.0,2.58,1.08,CENTRO,36.0,Billetera Digital
